MA,FA,Cs,Pb,Sn,Br,Cl,I,Bandgap
0.905054138,0,0.099942172,0.998661744,0,0,0,0.996638919,1.553367313
0.696191944,0.302383122,0,0.992892757,0,0,0,1.000109311,1.573955659
0.696155522,0.298449104,0,1.005722429,0,0,0,1.002763557,1.57231922
0.600417396,0.397144627,0,1.001851158,0,0,0,1.008852106,1.542157983
0.900265948,0,0.099364215,1.008524879,0,0,0,0.998207459,1.544306595
0.697599662,0.301781398,0,1.002089468,0,0,0,1.002154426,1.570204861
0.908877989,0,0.100272898,0.996819678,0,0,0,0.996188468,1.554986445
0.599396069,0.396359229,0,1.006574286,0,0,0,1.009485213,1.520259713
0.599229037,0.401836469,0,0.993761221,0,0,0,1.006963639,1.526002824
0.806810825,0,0.188683532,0.994461428,0,0,0,1.007860822,1.593193069
0.600275033,0.399133131,0,0.993768445,0,0,0,1.006503413,1.538549653
0.809384637,0,0.189478219,0.994129281,0,0,0,1.008190861,1.573313239
0.816697736,0,0.191052391,0.990425551,0,0,0,1.008366002,1.575718003
0.898278543,0,0.100105713,1.009730583,0,0,0,0.997829922,1.525625082
0.803618392,0,0.188140706,1.00504828,0,0,0,1.009638401,1.605789116
0.805133742,0,0.188832363,1.00025933,0,0,0,1.00867053,1.590785682
0.893408766,0,0.100599495,1.007762353,0,0,0,0.996218221,1.546924571
0.604565404,0.402497912,0,0.993191922,0,0,0,1.006451648,1.535083579
0.900881052,0,0.099489778,1.008097544,0,0,0,0.996586717,1.536635042
0.7,0.3,0,1,0,0,0,1,1.57
0.702846165,0.302725308,0,1.000083933,0,0,0,1.000767069,1.555868419
0.701459573,0.298708373,0,1.003588323,0,0,0,1.000820781,1.582601437
0.904993809,0,0.099928743,0.997010354,0,0,0,0.99404704,1.536508084
0.805791609,0,0.191005375,0.995968787,0,0,0,1.007401541,1.579978617
0.598471331,0.401623984,0,0.99952107,0,0,0,1.006847119,1.53027607
0.81774122,0,0.19050238,0.999541778,0,0,0,1.009215478,1.574564872
0.704038385,0.297435206,0,1.009146798,0,0,0,1.001696685,1.56948304
0.804851641,0,0.189072428,0.999735643,0,0,0,1.007128858,1.588418083
0.806841728,0,0.19010703,0.998831656,0,0,0,1.007311302,1.575862644
0.813793744,0,0.190695479,0.993967906,0,0,0,1.006881042,1.590588834
0.900269312,0,0.100818767,0.997280178,0,0,0,0.993069797,1.534683273
0.604135395,0.403305673,0,1.007619877,0,0,0,1.009151892,1.53000016
0.600570478,0.396572918,0,1.004867251,0,0,0,1.006766687,1.535553596
0.80312578,0,0.189638539,1.002471476,0,0,0,1.007500198,1.584750932
0.900185764,0,0.099819389,1.004187906,0,0,0,0.994360718,1.535929586
0.804426596,0,0.188529849,0.997672856,0,0,0,1.006004036,1.587283798
0.810034616,0,0.189064896,0.992978134,0,0,0,1.0054745,1.568041494
0.803712523,0,0.189620649,1.004002398,0,0,0,1.007711347,1.567830313
0.817817293,0,0.190327287,1.003575778,0,0,0,1.009112703,1.578741583
0.804229023,0,0.189142824,1.007495693,0,0,0,1.008363444,1.565319803
0.902347799,0,0.10071346,1.002661774,0,0,0,0.993677404,1.550990367
0.701882462,0.297840189,0,0.990272659,0,0,0,0.99523714,1.567295489
0.817082213,0,0.189284757,1.004445919,0,0,0,1.008449536,1.579576188
0.703791362,0.300962795,0,0.990159191,0,0,0,0.995852938,1.582865963
0.603100346,0.396995455,0,1.008319093,0,0,0,1.006760024,1.524845928
0.696422615,0.299636137,0,1.008082588,0,0,0,0.999272605,1.572679501
0.906393632,0,0.099980858,1.004373967,0,0,0,0.993835045,1.548060504
0.696367766,0.297195847,0,0.990985527,0,0,0,0.994176567,1.582466975
0.600707751,0.403713506,0,0.992171794,0,0,0,1.003186499,1.530003198
0.815831625,0,0.188519619,0.995522954,0,0,0,1.005225741,1.573303547
0.898047125,0,0.100802442,1.003727967,0,0,0,0.992831367,1.550603386
0.803420311,0,0.189317319,1.001017518,0,0,0,1.005418632,1.591502491
0.695107528,0.298432834,0,0.998391287,0,0,0,0.995869991,1.581875515
0.904885453,0,0.099687755,1.000231329,0,0,0,0.99186316,1.543293861
0.896027647,0,0.099156314,0.998884878,0,0,0,0.990369404,1.538081779
0.905538279,0,0.100430968,1.000981799,0,0,0,0.992025479,1.525267872
0.808295701,0,0.191130005,0.99202346,0,0,0,1.003277921,1.585191906
0.604530894,0.403308403,0,1.005772046,0,0,0,1.006117626,1.53437729
0.601465976,0.398983652,0,0.992803281,0,0,0,1.001296959,1.524106289
0.801913188,0,0.190759817,1.003818555,0,0,0,1.005155937,1.590446521
0.802477919,0,0.190629548,0.996286051,0,0,0,1.003174474,1.586182579
0.803462048,0,0.189339293,1.009007494,0,0,0,1.006274091,1.595608908
0.805571465,0,0.18957194,0.990048964,0,0,0,1.001536124,1.569642937
0.604550318,0.40076284,0,1.003982739,0,0,0,1.004707721,1.533847584
0.596144498,0.400507983,0,0.990781749,0,0,0,1.000212172,1.533963051
0.899874753,0,0.100861223,1.009729753,0,0,0,0.993011306,1.54968158
0.814078559,0,0.189213261,1.002631958,0,0,0,1.005264726,1.586815381
0.706866072,0.301443154,0,1.005869971,0,0,0,0.998002371,1.561775156
0.808296335,0,0.190247562,0.994122442,0,0,0,1.002560342,1.602864318
0.695233415,0.300510703,0,1.008543027,0,0,0,0.997169799,1.555406829
0.817415888,0,0.191431803,0.991488526,0,0,0,1.003043533,1.574269314
0.818001085,0,0.191258953,0.996357249,0,0,0,1.004189834,1.60458989
0.812011706,0,0.188366333,1.002978726,0,0,0,1.004483058,1.589751181
0.601673762,0.401499263,0,0.999947804,0,0,0,1.002560599,1.521996729
0.908202717,0,0.099797759,1.008420966,0,0,0,0.992495594,1.54378607
0.803252854,0,0.189988324,0.994519746,0,0,0,1.001606358,1.594336447
0.594423555,0.399290478,0,0.99884611,0,0,0,1.001051152,1.538770731
0.813271057,0,0.188765484,1.005932078,0,0,0,1.005232546,1.582670619
0.815587776,0,0.191330261,0.995652946,0,0,0,1.00338124,1.576410374
0.812663838,0,0.189967861,1.00374522,0,0,0,1.004810218,1.584158985
0.704339249,0.29727854,0,1.008913817,0,0,0,0.996976985,1.56598952
0.701862471,0.300265279,0,1.009807496,0,0,0,0.997248117,1.564297283
0.806256038,0,0.190109948,1.006567956,0,0,0,1.004387212,1.574681281
0.816600677,0,0.188335258,0.994439528,0,0,0,1.001580643,1.599991405
0.695659959,0.299477293,0,0.992302081,0,0,0,0.991413491,1.563709048
0.812024719,0,0.189796202,1.004054846,0,0,0,1.003874256,1.573264212
0.597165127,0.402059474,0,0.999598679,0,0,0,1.000855742,1.53501689
0.808579089,0,0.191529178,0.992857912,0,0,0,1.000931324,1.574387428
0.703008919,0.297657746,0,1.005374685,0,0,0,0.994930536,1.566660089
0.908738453,0,0.100692798,1.00367372,0,0,0,0.99003828,1.537743021
0.814522907,0,0.188976694,1.00432347,0,0,0,1.003625682,1.58610428
0.596303938,0.401354478,0,1.003412878,0,0,0,1.001322271,1.530669061
0.809968378,0,0.191062805,0.999628575,0,0,0,1.002356499,1.594370184
0.8079827,0,0.190555534,1.003011078,0,0,0,1.002795968,1.597197924
0.80232553,0,0.189198387,1.009830136,0,0,0,1.003618074,1.597005805
0.59716527,0.397188805,0,0.992927881,0,0,0,0.997533401,1.5295906
0.695822938,0.297712338,0,1.002994042,0,0,0,0.992941536,1.562406639
0.695254428,0.302099642,0,1.007266354,0,0,0,0.994772948,1.566348631
0.816018607,0,0.19181157,0.991234226,0,0,0,1.000580228,1.604467393
0.6,0.4,0,1,0,0,0,1,1.53
0.803709207,0,0.19004653,0.991273567,0,0,0,0.99873201,1.590783821
0.806807529,0,0.189159858,1.003031228,0,0,0,1.00184552,1.581656491
0.815982975,0,0.190421332,1.008358437,0,0,0,1.004528846,1.568512842
0.706923043,0.30293797,0,0.990373064,0,0,0,0.991489228,1.585677713
0.812482982,0,0.189202935,1.009048182,0,0,0,1.003844354,1.599784713
0.150369732,0.846877407,0,0.599087217,0.403460094,0.14909531,0,0.856305541,1.280220507
0.812883308,0,0.189638331,0.990608369,0,0,0,0.999081517,1.603570195
0.804617598,0,0.189172555,0.993495258,0,0,0,0.998830206,1.582805055
0.150703743,0.855505666,0,0.594025025,0.39809663,0.149199885,0,0.858151742,1.269908533
0.808792951,0,0.191378002,1.007985659,0,0,0,1.003463954,1.595668962
0.597161036,0.397260048,0,1.002334532,0,0,0,0.999264703,1.538417704
0.150039771,0.85411443,0,0.596618132,0.401583445,0.151132461,0,0.857770363,1.270625415
0.811502339,0,0.190485735,1.00452009,0,0,0,1.002306321,1.587535486
0.149118443,0.846274488,0,0.602178811,0.400538426,0.150187414,0,0.857478261,1.27047785
0.804878278,0,0.188119542,0.991154425,0,0,0,0.997017623,1.578817876
0.812635866,0,0.189472421,1.003068117,0,0,0,1.001237724,1.578870795
0.80407383,0,0.191207348,1.003094313,0,0,0,1.000795219,1.572928441
0.815748563,0,0.189614289,1.008776101,0,0,0,1.00294365,1.595233065
0.706849731,0.299141842,0,1.009422835,0,0,0,0.994258201,1.584561025
0.81,0,0.19,1,0,0,0,1,1.59
0.81,0,0.19,1,0,0,0,1,1.58
0.705775046,0.299908949,0,0.998498991,0,0,0,0.991320759,1.564853498
0.148859349,0.846894374,0,0.601291761,0.399512684,0.148816901,0,0.856418055,1.278295075
0.151370394,0.846626299,0,0.598596353,0.402240509,0.149898963,0,0.855306403,1.291728998
0.814522007,0,0.191880483,1.005183419,0,0,0,1.002083296,1.584829676
0.694104425,0.29851142,0,1.002611095,0,0,0,0.990723525,1.583661164
0.698975071,0.30041124,0,1.006212819,0,0,0,0.992474451,1.562980195
0.601074414,0.403282206,0,0.995736587,0,0,0,0.997520387,1.539245745
0.803706852,0,0.188179689,1.004934258,0,0,0,0.999717042,1.567243818
0.149294206,0.850830964,0,0.604963159,0.396359572,0.148828881,0,0.858456461,1.270850029
0.816762803,0,0.191798166,0.993946341,0,0,0,0.998819968,1.581086618
0.805240994,0,0.191374689,0.995042444,0,0,0,0.997689066,1.585281989
0.150077166,0.844076275,0,0.599553217,0.3964422,0.151084894,0,0.856508892,1.278076114
0.594718776,0.399523184,0,0.996228127,0,0,0,0.995627041,1.519758852
0.150340146,0.856419498,0,0.601156477,0.401423168,0.149742675,0,0.856869783,1.276414417
0.812070277,0,0.188789939,0.99575944,0,0,0,0.997620023,1.57487037
0.602230845,0.399218446,0,1.006590816,0,0,0,0.998799459,1.541350257
0.59914301,0.399391545,0,1.007237421,0,0,0,0.998667398,1.538685203
0.815346847,0,0.191721275,0.990154366,0,0,0,0.997022793,1.585362289
0.805084306,0,0.18996489,0.990886582,0,0,0,0.995625671,1.594031658
0,0.748935948,0.247778081,0.500807915,0.504406334,0.17141051,0,0.836925789,1.603580768
0.602975472,0.398968967,0,0.998782151,0,0,0,0.996523368,1.532241525
0.814515319,0,0.189086117,1.001724678,0,0,0,0.998979652,1.590717814
0.151453236,0.855130507,0,0.600418369,0.400175372,0.149471281,0,0.856160223,1.282316324
0.151326455,0.856687956,0,0.595028453,0.401126479,0.148969185,0,0.854452862,1.284987201
0.807777083,0,0.191716741,0.998482807,0,0,0,0.997884861,1.585461891
0,0.742541916,0.252194354,0.497719592,0.501679358,0.171496653,0,0.83661891,1.601139377
0.816536776,0,0.190172556,1.006886483,0,0,0,1.000555908,1.589832391
0.594910365,0.399834118,0,1.009474086,0,0,0,0.998235807,1.51556908
0.151498191,0.851543624,0,0.600609237,0.396588421,0.150323542,0,0.856654514,1.278595056
0,0.749264238,0.249474082,0.497144281,0.495494123,0.169412324,0,0.83775737,1.585251181
0.805652297,0,0.189252291,1.004873027,0,0,0,0.998270354,1.576299761
0.816677993,0,0.19105437,0.998204494,0,0,0,0.997973431,1.572192366
0.150805639,0.843205949,0,0.598781652,0.40323535,0.149372171,0,0.851818481,1.283020559
0.148794578,0.8573403,0,0.595784655,0.401234156,0.149456216,0,0.853870163,1.269667358
0,0.747101236,0.250689388,0.500837647,0.503396871,0.168369205,0,0.835377663,1.599142361
0.808177266,0,0.189444416,1.006368354,0,0,0,0.998605028,1.588809911
0.149402145,0.845070708,0,0.605881937,0.401893059,0.150583105,0,0.85457659,1.27051036
0.599160392,0.40149703,0,1.007501153,0,0,0,0.997683027,1.542342472
0.816771832,0,0.189808967,0.997440088,0,0,0,0.997184842,1.566936443
0,0.745138113,0.252010632,0.501348509,0.504137617,0.169638737,0,0.835669018,1.592968903
0.148544769,0.853431516,0,0.59678346,0.402136467,0.149825108,0,0.853153632,1.284211585
0.60014556,0.396610655,0,1.00624574,0,0,0,0.99650462,1.518785866
0.801931965,0,0.188572062,0.991008326,0,0,0,0.993481094,1.582610498
0,0.744485485,0.248101675,0.500500604,0.501733124,0.170227848,0,0.835127196,1.608714943
0,0.753435014,0.251678485,0.503898019,0.504123081,0.170408714,0,0.837767654,1.606210414
0.603572502,0.397629823,0,1.003095104,0,0,0,0.995982156,1.543781575
0.150801355,0.844810217,0,0.596283264,0.403307521,0.150125268,0,0.851180198,1.288517936
0.804431497,0,0.190619451,1.007269733,0,0,0,0.998217267,1.592655107
0.817540627,0,0.191560577,0.996777923,0,0,0,0.996966935,1.591340562
0,0.745681876,0.251119413,0.498125849,0.500535934,0.169761659,0,0.835259373,1.608503596
0,0.74713462,0.248627464,0.50456105,0.496314599,0.168327514,0,0.837122,1.595943424
0.595815875,0.402069146,0,1.00610561,0,0,0,0.995952906,1.515116116
0.813196993,0,0.18971505,0.996651973,0,0,0,0.995168577,1.571220223
0.816352333,0,0.188386102,1.004108855,0,0,0,0.996982329,1.587020987
0.808091695,0,0.191786643,1.002695349,0,0,0,0.996519886,1.570017263
0.808489738,0,0.190847655,0.999737844,0,0,0,0.995488067,1.579965165
0.80747599,0,0.188716321,1.005579902,0,0,0,0.996319982,1.578412275
0.81355376,0,0.190394288,1.002748875,0,0,0,0.996518901,1.592280512
0.150566045,0.857257909,0,0.600402729,0.396302135,0.149665918,0,0.854874301,1.274582513
0,0.743051846,0.250785236,0.498926585,0.500772,0.169840526,0,0.833334581,1.593002273
0.151358926,0.850074293,0,0.596823428,0.396588507,0.148784391,0,0.852039044,1.282361618
0.80370934,0,0.190831619,0.999419282,0,0,0,0.994396701,1.603296828
0.804657831,0,0.189001674,0.992580675,0,0,0,0.992174022,1.584413374
0.807881293,0,0.188378006,1.007472092,0,0,0,0.996163611,1.568907768
0.148990528,0.844766633,0,0.598216635,0.397866283,0.150070997,0,0.851137763,1.280942059
0.148522389,0.849565258,0,0.597900256,0.397067736,0.150147679,0,0.851943058,1.290629104
0,0.744943811,0.250914494,0.501211005,0.499847177,0.170150591,0,0.833987504,1.592716414
0.150998075,0.842199034,0,0.601764848,0.403891201,0.149113846,0,0.849039464,1.283236478
0,0.755484646,0.248479667,0.50230737,0.500259067,0.169697115,0,0.835054751,1.611516374
0.806494805,0,0.188224111,1.000330885,0,0,0,0.993361206,1.575979004
0.809239047,0,0.191574843,0.992164691,0,0,0,0.992379421,1.588257192
0.15110822,0.844808837,0,0.598004989,0.40012287,0.149746113,0,0.849734103,1.283243525
0,0.750385349,0.247993512,0.501843554,0.4950236,0.170190499,0,0.835417994,1.60609616
0,0,0.994814307,0,0.99890888,0.331847116,0,0.672214342,1.361174049
0.59677677,0.397138245,0,0.996020462,0,0,0,0.990199017,1.539353882
0,0,0.99342202,0,1.007387313,0.333446721,0,0.669516231,1.361804474
0.809496198,0,0.191208987,1.000470353,0,0,0,0.993932582,1.58322492
0,0.757373149,0.24856084,0.503784313,0.499459808,0.170421996,0,0.835538644,1.60707315
0,0,0.996039039,0,1.002431338,0.331267363,0,0.670800787,1.366618975
0.149400693,0.846521368,0,0.599059652,0.403292836,0.148529793,0,0.84793037,1.285739635
0.808682021,0,0.188608418,0.993024619,0,0,0,0.990950245,1.575712173
0,0.747712214,0.252261362,0.498412447,0.501531816,0.169335404,0,0.832035526,1.605604343
0,0,0.991173604,0,1.008424148,0.334675892,0,0.668432722,1.378685721
0.15,0.85,0,0.6,0.4,0.15,0,0.85,1.28
0.805870672,0,0.189661517,1.004299146,0,0,0,0.99350397,1.573184016
0.149289038,0.84377947,0,0.605224904,0.401672165,0.150575017,0,0.849892517,1.2713712
0,0.745928681,0.24890763,0.501106524,0.498675439,0.168505468,0,0.831828478,1.597991247
0.149582357,0.842431085,0,0.603817318,0.403631237,0.151468113,0,0.848980451,1.27616066
0.805445413,0,0.188960316,1.006184082,0,0,0,0.993655409,1.580104964
0,0.7477112,0.250292135,0.500085129,0.497310903,0.171099691,0,0.833558761,1.587092167
0,0,1.003840396,0,1.008125154,0.335055405,0,0.671693356,1.361568292
0.814461217,0,0.188673167,1.008034894,0,0,0,0.994839537,1.572149135
0.148971536,0.852439397,0,0.594111479,0.40008825,0.151115677,0,0.848868327,1.2833451
0.150818354,0.85149933,0,0.600023532,0.398974956,0.151485122,0,0.850901731,1.279443777
0.806508015,0,0.188422491,1.000924852,0,0,0,0.991829738,1.583732913
0,0.744477784,0.248519039,0.503934415,0.500647444,0.169169592,0,0.831369451,1.59194595
0,0.749931948,0.2493747,0.498370459,0.503262942,0.168728643,0,0.830059318,1.589846327
0,0.751154108,0.24750702,0.503811935,0.499215798,0.170661291,0,0.83318448,1.594883919
0.812749778,0,0.19036427,1.008330102,0,0,0,0.994814061,1.589019157
0.817952106,0,0.191216586,0.99404373,0,0,0,0.991776709,1.569703388
0.809660617,0,0.18854302,0.998515028,0,0,0,0.991294848,1.58990713
0.812240385,0,0.191833176,0.990659718,0,0,0,0.99031001,1.59886169
0.151413288,0.85124363,0,0.603287538,0.403471129,0.14914957,0,0.848953782,1.283890083
0,0.752160454,0.247611186,0.499191797,0.502006373,0.171392719,0,0.831064384,1.614085143
0,0.754465079,0.249306566,0.497533971,0.504387481,0.170510164,0,0.83007235,1.604724417
0.805663296,0,0.191526742,0.998721666,0,0,0,0.991046087,1.601950354
0.803135359,0,0.190988008,1.006530919,0,0,0,0.992652467,1.593578391
0,0.756822311,0.248783394,0.502437762,0.502284906,0.171379222,0,0.832496195,1.606225982
0.808656604,0,0.188188596,1.000811262,0,0,0,0.990845759,1.593524021
0.814866637,0,0.191580568,1.002789723,0,0,0,0.992730387,1.583233654
0.149080971,0.857788347,0,0.59672016,0.396510761,0.150289898,0,0.849756171,1.287045727
0.81697046,0,0.190935394,1.006606964,0,0,0,0.993691109,1.583978874
0,0,1.007231803,0,1.00792167,0.329789769,0,0.668954592,1.366784423
0.812721147,0,0.18847807,1.001511547,0,0,0,0.990735743,1.602191221
0,0.747704784,0.248098747,0.503717682,0.495214307,0.170488702,0,0.83204988,1.614965892
0,0.745564371,0.250146728,0.500656943,0.495821323,0.170235242,0,0.830879561,1.588679786
0,0.75,0.25,0.5,0.5,0.17,0,0.83,1.6
0,0,0.996995863,0,0.990622561,0.332767914,0,0.671971111,1.371461737
0,0.75085532,0.251362358,0.502143902,0.497787469,0.169598748,0,0.831580763,1.614498322
0,0.749650168,0.248763643,0.50423875,0.496085627,0.171567593,0,0.832404714,1.584718523
0,0,0.997597614,0,1.00526044,0.334525403,0,0.668074276,1.365111496
0,0.755343178,0.250630368,0.499085529,0.500403933,0.168463704,0,0.829883585,1.599610485
0,0.74479873,0.24777753,0.499007023,0.497065537,0.168506953,0,0.828070314,1.594359685
0.811450665,0,0.18840226,1.005842206,0,0,0,0.990732895,1.605342561
0.148602999,0.853457676,0,0.604795544,0.397960677,0.150056692,0,0.848828202,1.272534476
0.151085734,0.851899087,0,0.602074962,0.402950713,0.150458809,0,0.846631481,1.286266618
0,0,1.006877751,0,1.002240466,0.334109521,0,0.670494903,1.380607991
0,0,1.001162462,0,0.996426982,0.335719005,0,0.671357575,1.356879568
0.151222037,0.853746743,0,0.597837234,0.400966121,0.149754428,0,0.846041902,1.277227311
0.148682145,0.850482233,0,0.600730771,0.398218071,0.14973709,0,0.846726654,1.276861562
0.151060551,0.843581035,0,0.59917666,0.399786357,0.150514978,0,0.845039772,1.285310788
0,0.751697273,0.248625752,0.497840119,0.502530552,0.170830659,0,0.827597264,1.596305897
0.15022468,0.85745224,0,0.5977843,0.400267397,0.149551787,0,0.846353776,1.271259081
0.813370715,0,0.19050317,1.007938785,0,0,0,0.991299794,1.60425139
0,0,0.998436336,0,1.005243752,0.331082462,0,0.66576242,1.379339304
0,0,0.996897866,0,1.000266504,0.335159225,0,0.668340173,1.370537894
0.151381189,0.846306831,0,0.59547337,0.397747784,0.150540041,0,0.844928282,1.270299109
0,0,1.003839164,0,1.002871556,0.331691844,0,0.667959487,1.359193709
0.250057589,0.743602749,0,0.993241383,0,0,0,1.008561911,1.541910671
0.250498097,0.751789097,0,0.99106359,0,0,0,1.009410971,1.533277007
0.149473084,0.847214231,0,0.595952058,0.397741438,0.150735894,0,0.844515615,1.278472474
0.149046051,0.853132472,0,0.601181808,0.401353457,0.150096003,0,0.845510022,1.289245129
0.811345998,0,0.189661807,1.00797998,0,0,0,0.990160472,1.591396411
0.149183749,0.84979423,0,0.603538468,0.397967069,0.150877942,0,0.846675863,1.279862381
0.14901929,0.856658952,0,0.600433779,0.398365429,0.149814711,0,0.846369919,1.271758586
0,0.746511067,0.250077462,0.503576515,0.500896301,0.169426213,0,0.827299114,1.595186266
0.250297039,0.74362437,0,0.99314418,0,0,0,1.007816241,1.532515324
0,0.755583268,0.2491807,0.502472483,0.503667007,0.169190126,0,0.827126124,1.598644527
0,0,1,0,1,0.333,0,0.667,1.37
0.149487199,0.847359258,0,0.59736725,0.401223963,0.15058801,0,0.842563632,1.292029995
0,0.748665825,0.250503363,0.495949916,0.50321495,0.169343173,0,0.824228495,1.609723015
0,0.754873925,0.250171415,0.500518351,0.501766035,0.168676151,0,0.826505848,1.598866046
0.149205594,0.854650074,0,0.597834148,0.39701845,0.149952633,0,0.844630834,1.284431923
0.150213276,0.852272235,0,0.603100896,0.402108482,0.151460769,0,0.844651229,1.291166678
0,0,1.003676296,0,1.001345145,0.332064912,0,0.66639837,1.36678408
0.25073435,0.743461415,0,0.998863969,0,0,0,1.008124778,1.541415376
0,0,1.007857869,0,0.999876716,0.331463403,0,0.667527644,1.366707543
0,0.743246434,0.251151556,0.497617011,0.501727559,0.169965581,0,0.823956985,1.604483995
0,0.744310465,0.251086231,0.499597191,0.501631079,0.169296825,0,0.824303105,1.599777629
0,0.751403983,0.248494372,0.50284199,0.49567807,0.169700427,0,0.827512679,1.596318054
0,0,0.992533751,0,1.004198322,0.330370512,0,0.661282656,1.37263455
0.148702602,0.856455046,0,0.59927391,0.403085949,0.149084808,0,0.84231819,1.286362654
0,0,0.994555184,0,0.998021904,0.334172252,0,0.664913609,1.356973501
0,0,1.008566492,0,0.995446899,0.334296655,0,0.66930294,1.377976632
0,0,1.003520517,0,0.995976022,0.331333066,0,0.666597101,1.359676578
0,0,1.002324826,0,0.990637178,0.329690961,0,0.667033807,1.38033957
0,0,1.002673022,0,0.991834309,0.333907382,0,0.668257788,1.362314218
0.251944901,0.745451722,0,0.992097088,0,0,0,1.005437762,1.549833619
0.250455486,0.744579815,0,0.992388968,0,0,0,1.005167233,1.555341885
0,0.752425236,0.251534036,0.496719439,0.503980801,0.170866209,0,0.823538509,1.600032041
0,0.746791636,0.250307133,0.498711255,0.495839257,0.168450117,0,0.823628016,1.591649319
0.250357254,0.753239694,0,0.99198244,0,0,0,1.005524713,1.554629091
0,0,0.999333759,0,0.991097034,0.329674683,0,0.664705277,1.359907516
0,0,0.999321364,0,0.997891398,0.33197249,0,0.663447154,1.382347755
0,0.74967137,0.250981572,0.499553224,0.504067678,0.1709011,0,0.822467113,1.608346713
0,0.745844743,0.252227746,0.50312151,0.504763848,0.168659647,0,0.821990956,1.603946291
0.249094798,0.750936426,0,0.994013303,0,0,0,1.004977737,1.549291378
0,0.74429213,0.248669714,0.498346084,0.495635575,0.168421111,0,0.821816116,1.58805835
0.24824132,0.747231378,0,0.994256859,0,0,0,1.0034835,1.539876164
0.251841743,0.750630011,0,1.005717018,0,0,0,1.007366861,1.539030709
0,0,1.008856963,0,0.996306293,0.330503797,0,0.664293495,1.361177659
0.252113678,0.743907449,0,1.007049995,0,0,0,1.006091712,1.535739986
0,0,1.006920452,0,0.990546509,0.332057863,0,0.665932353,1.358734941
0,0.753610422,0.251121515,0.504271961,0.501687415,0.168920586,0,0.822686748,1.613326195
0,0,1.008653827,0,0.995040152,0.335998702,0,0.666337702,1.376165999
0,0,0.998930647,0,0.995314087,0.333705875,0,0.66267535,1.368160965
0,0,1.008179654,0,0.990742464,0.331384259,0,0.665625537,1.382203301
0.250599164,0.75271246,0,0.992172823,0,0,0,1.002911911,1.535475676
0,0,0.998476835,0,0.995920904,0.331322453,0,0.660779507,1.358329745
0.250282674,0.75548551,0,1.004802261,0,0,0,1.005827109,1.542447296
0.13028978,0.86334908,0,0.995443257,0,0,0,1.009713338,1.523341909
0.248160978,0.749082012,0,0.998973877,0,0,0,1.002808108,1.54931049
0.248205003,0.745349621,0,1.007601211,0,0,0,1.004253872,1.545352617
0,0,1.007426383,0,0.991713428,0.333001591,0,0.663645557,1.379837972
0,0,1.004073525,0,0.995356364,0.331127928,0,0.66077272,1.366625703
0,0,1.008089722,0,1.001600737,0.335649864,0,0.661117778,1.357270974
0.248670921,0.751454401,0,0.999315581,0,0,0,1.001869946,1.548679393
0.247823189,0.750977215,0,1.00302941,0,0,0,1.001957715,1.557212173
0.128822302,0.869957549,0,0.992933551,0,0,0,1.007585318,1.525368512
0.131005279,0.869257054,0,0.991918294,0,0,0,1.006936644,1.511629153
0.250818615,0.749634526,0,1.006596536,0,0,0,1.002245091,1.53404326
0.250832782,0.747563485,0,0.995972913,0,0,0,0.998966103,1.548872267
0.251655598,0.745300297,0,0.994788848,0,0,0,0.998291362,1.538263381
0.129352139,0.864825247,0,1.006759174,0,0,0,1.009540666,1.522753056
0.248984456,0.751451473,0,0.99816822,0,0,0,0.999676302,1.540284492
0.25,0.75,0,1,0,0,0,1,1.545
0.249124151,0.749205849,0,1.005993627,0,0,0,1.001331827,1.539621704
0.130990736,0.874260936,0,0.99457525,0,0,0,1.007897799,1.53475808
0.129736258,0.869563621,0,0.997595058,0,0,0,1.007639356,1.525115474
0.251409756,0.744585014,0,0.990359183,0,0,0,0.996448606,1.532910856
0.130001684,0.870308361,0,0.990773187,0,0,0,1.005494104,1.514490693
0.130473674,0.869653299,0,0.990465504,0,0,0,1.005249993,1.512245263
0.250723093,0.751235228,0,1.007510019,0,0,0,1.00144733,1.547248989
0.250457992,0.744596811,0,1.001723534,0,0,0,0.998467323,1.560393101
0.252119753,0.751398797,0,1.007236409,0,0,0,1.00115733,1.558736836
0.248154076,0.751289373,0,1.009358141,0,0,0,1.001204887,1.559959085
0.249739632,0.75406703,0,0.995283592,0,0,0,0.998147524,1.553246998
0.130558679,0.870493776,0,0.992385106,0,0,0,1.005215688,1.526287903
0.24859919,0.744130029,0,0.990094098,0,0,0,0.994539886,1.544998671
0.129939872,0.868691255,0,0.994771153,0,0,0,1.005261471,1.524518421
0.130593698,0.870057909,0,0.99214169,0,0,0,1.004731439,1.526504518
0.249394965,0.74726703,0,0.99802059,0,0,0,0.996904845,1.558016103
0.131147925,0.862319726,0,1.009134013,0,0,0,1.007585595,1.518478399
0.250257632,0.747139507,0,1.002229204,0,0,0,0.997892888,1.552405513
0.249051344,0.753540104,0,0.998812313,0,0,0,0.99782593,1.53726036
0.131145172,0.867417491,0,0.992412434,0,0,0,1.003728142,1.523690909
0.248198977,0.745753327,0,0.993789033,0,0,0,0.994801535,1.531685498
0.250261666,0.752592503,0,1.00605928,0,0,0,0.998906941,1.549565843
0.129359283,0.871116903,0,1.001904435,0,0,0,1.005209408,1.521290347
0.129447121,0.878491254,0,0.99438892,0,0,0,1.004446728,1.534442089
